eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,female_event,lgbtq_issue,coder,acd_questionable,latitude,longitude,geo_comments,location_precision 
930121,121,93,Nicaragua,14-Apr-06,14-Apr-06,1,14,4,2006,14,4,2006,4,0,Armed mob,,,Farmers,,0,0,2,4,0,San Jose de Pide,San Jose de Pide,1,3,3,14,,,An armed mob kills four farmers after a barroom brawl.,AP,,0,0,CL,0,13,-85,No location could be found. Coordinates are the centroid of the country.,
930122,122,93,Nicaragua,12-Mar-08,19-Mar-08,8,12,3,2008,19,3,2008,2,0,Homeless persons,,,Municipal garbage collectors,,0,1,-99,0,0,Managua,Managua,1,1,1,12,,,"Homeless people demonstrated by blocking access to municipal garbage dumps in a protest over recycling rights. Garbage men often claim items in the trash and recycle them, putting them at odds with the homeless.",AP,Dates are esimtated.,0,0,CL,0,12.13639,-86.251389,,
930123,123,93,Nicaragua,17-Nov-08,19-Nov-08,3,17,11,2008,19,11,2008,2,4,Sandinista supporters,,,Constitutionalist Liberal Party supporters,,0,0,4,0,1,Managua,Managua,1,1,1,1,,,Supporters of rival parties clash after municipal elections.,AP,,0,0,CL,0,12.13639,-86.251389,,
930124,124,93,Nicaragua,30-Oct-09,30-Oct-09,1,30,10,2009,30,10,2009,2,0,Sandinista supporters,,,US ambassador,,0,0,-99,0,0,Managua,Managua,1,1,1,8,10,,Demonstrators hurling fireworks chase the US ambassador out of a fair over comments he made criticizing the Nicaraguan Supreme Court for allowing Daniel Ortega to seek another term.,AP,,0,0,CL,0,12.13639,-86.251389,,
930125,125,93,Nicaragua,10-Nov-09,10-Nov-09,1,10,11,2009,10,11,2009,2,4,Sandinista supporters,,,Opposition supporters,,0,0,2,0,0,Managua,Managua,1,1,1,1,,,Rock-throwing supporters of Nicaragua's governing Sandinista party attack a small protest march by the opposition.,AP,,0,0,CL,0,12.13639,-86.251389,,
930126,126,93,Nicaragua,22-Nov-09,22-Nov-09,1,22,11,2009,22,11,2009,2,4,Sandinista supporters,,,Opposition supporters,,0,0,5,0,1,Managua,Managua,1,1,1,1,,,Thousands of Sandinista and opposition supporters stage demonstrations against each other in the lead up to an election.,AP,,0,0,CL,0,12.13639,-86.251389,,
930127,127,93,Nicaragua,20-Apr-10,22-Apr-10,3,20,4,2010,22,4,2010,2,4,Sandinista supporters,,,Right wing legislators,,0,0,-99,0,1,Managua,Managua,1,1,1,10,11,,"Sandinista supporters protest, riot, and blockade the national legislature over opposition legislation that shortens the terms of some 25 top magistrates and civil servants.",Both,,0,0,CL,0,12.13639,-86.251389,,
930128,128,93,Nicaragua,2-Apr-11,2-Apr-11,1,2,4,2011,2,4,2011,4,0,Opposition supporters,,,Daniel Ortega,,1,0,-99,0,1,Managua,Managua,1,1,1,10,,,"Opposition demonstrators clash with police over Daniel Ortega's attempt at another term.  Consecutive terms had previously been banned, until the Supreme Court lifted the ban in 2009.",AP,,0,0,CL,0,12.13639,-86.251389,,
930129,129,93,Nicaragua,9-Nov-11,9-Nov-11,1,9,11,2011,9,11,2011,4,0,Sandinista supporters,,,Independent Liberal Party supporters,,0,0,-99,4,0,Siuna; San Jose de Cusmapa,Siuna,1,5,5,1,,,Supporters and opponents of Daniel Ortega clash after his reelection.,Both,,0,0,CL,0,13.74053,-84.781158,,
930129,129,93,Nicaragua,9-Nov-11,9-Nov-11,1,9,11,2011,9,11,2011,4,0,Sandinista supporters,,,Independent Liberal Party supporters,,0,0,-99,4,0,Siuna; San Jose de Cusmapa,San Jose de Cusmapa,2,5,5,1,,,Supporters and opponents of Daniel Ortega clash after his reelection.,Both,,0,0,CL,0,13.28921,-86.654808,,
930130,130,93,Nicaragua,3-Dec-11,3-Dec-11,1,3,12,2011,3,12,2011,1,0,Opposition organized protest,,,Government,Sandinistas,1,0,4,0,0,Managua,Managua,1,1,1,1,,,Opposition protesters demonstrate against alleged election fraud and call for a new vote.,AFP,,0,0,CL,0,12.13639,-86.251389,,
930131,131,93,Nicaragua,20-Jun-96,20-Jun-96,1,20,6,1996,20,6,1996,8,0,Recontras,,,Election workers,,1,0,-99,0,0,Samotines,Samotines,1,3,3,1,,,"Recontras kidnap 33 election workers, triggering a political crisis.",AP,Found in Honduras search.,0,0,CL,0,13,-85,No location could be found. Centroid used here,
930132,132,93,Nicaragua,8-Nov-98,8-Nov-98,1,8,11,1998,8,11,1998,1,0,Sandinistas,,,Government,,1,0,4,0,0,Posoltega,Posoltega,1,3,3,13,,,Sandinistas lead a protest decrying the government response after the area is devastated by Hurricane Mitch and a series of mudslides.,AFP,Found in Honduras search.,0,0,CL,0,12.54446,-86.979927,,
930133,133,93,Nicaragua,16-Nov-12,16-Nov-12,1,16,11,2012,16,11,2012,4,0,Protesters,,,Government,,1,0,3,0,1,Managua,Managua,1,1,1,2,,,200 people clash with police over the rising cost of electricity.,AP,,0,0,CL,0,12.13639,-86.251389,,
930134,134,93,Nicaragua,22-Jun-13,22-Jun-13,1,22,6,2013,22,6,2013,2,4,Pensioners,,,Government,Pro-Ortega mob,1,0,3,0,0,Managua,Managua,1,1,1,2,11,,Senior citizens protest over pension payouts.  A pro-government mob then appears and attacks the pensioners.,AFP,,0,0,CL,0,12.13639,-86.251389,,
930135,135,93,Nicaragua,5-Dec-13,5-Dec-13,1,5,12,2013,5,12,2013,8,0,Armed criminal group,,,Police,,1,0,-99,10,0,Bocas de Ayapal,Bocas de Ayapal,1,3,3,12,,,"Criminals trying to rob a store open fire on police, resulting in a firefight.",Both,,0,0,CL,0,13.7833,-85.400002,"Could not find ""Bocas de Ayapal"". Coordinates are for Ayapal",No
930136,136,93,Nicaragua,18-Jan-14,18-Jan-14,1,18,1,2014,18,1,2014,2,0,Paulo Najera,Sugar Farmers,,Police,,1,0,3,1,2,Unknown,Unknown,1,-99,-99,2,13,,Farmers were protesting against farm owners demanding that they pay medical bills for kidney problems the farmers believe developed because of their work on the farms.,AP,There were approximately 300 farmers involved in the event. ,0,0,LBH,0,12.95,-85.050003,,
930137,137,93,Nicaragua,2-Mar-14,2-Mar-14,1,2,3,2014,2,3,2014,9,0,Unidentified assailants,,,Constitutional Liberal Party members,,0,0,-99,5,0,Tortuguero,Tortuguero,1,2,2,1,,,The five members of the party (not elected officials) were killed before polling stations opened and the report indicated that the two events were related. ,AFP,,0,0,LBH,0,12.8208,-84.200203,,
930138,138,93,Nicaragua,20-Jul-14,20-Jul-14,1,20,7,2014,20,7,2014,9,0,Unidentified gunmen,,,Sandinista National Liberation Front supporters,,0,0,-99,5,0,"Las Calabazas, Matagalpa",Las Calabazas,1,4,4,14,,,"The reasons for this murder are unknown, but allusions are made to anti-government violence. Later reports indicate the motive was criminal, not political. ",Both,Twenty four people were wounded and five were killed in separate attacks on busses carrying government party supporters home from celebrating Nicaragua's 1979 revolution. Later reports indicate there are ties to the Mexican Zetas drug cartel and organized crime. ,0,0,LBH,0,12.6662,-86.087402,,
930138,138,93,Nicaragua,20-Jul-14,20-Jul-14,1,20,7,2014,20,7,2014,9,0,Unidentified gunmen,,,Sandinista National Liberation Front supporters,,0,0,-99,5,0,"Las Calabazas, Matagalpa",Matagalpa,2,4,4,14,,,"The reasons for this murder are unknown, but allusions are made to anti-government violence. Later reports indicate the motive was criminal, not political. ",Both,Twenty four people were wounded and five were killed in separate attacks on busses carrying government party supporters home from celebrating Nicaragua's 1979 revolution. Later reports indicate there are ties to the Mexican Zetas drug cartel and organized crime. ,0,0,LBH,0,12.929,-85.9151,,
930139,139,93,Nicaragua,23-Sep-14,23-Sep-14,1,23,9,2014,23,9,2014,2,0,Farmers,,,HK Nicaragua Development,Great Inter-Oceanic Canal Commission,0,0,3,0,0,Unknown,Unknown,1,-99,-99,14,,,Farmers were protesting against the construction of the canal to link the Caribbean to the Pacific that farmers worry will confiscate farmer's land and negatively affect water quality. ,AFP,The project has been assigned to the Chinese company HK Nicaragua Development,0,0,LBH,0,12.95,-85.050003,,
930140,140,93,Nicaragua,5-Nov-14,5-Nov-14,1,5,11,2014,5,11,2014,2,0,Citizens of Totogalpa,Taxi drivers,,Police,,1,0,-99,1,2,Totogalpa,Totogalpa,1,3,3,14,,,Taxi drivers and residents were protesting against the fact that taxi drivers can't take clients outside the town. ,AFP,A 16-year-old boy was killed by police while police were dispersing the riot.,0,0,LBH,0,13.564,-86.493301,,
930141,141,93,Nicaragua,9-Dec-14,9-Dec-14,1,9,12,2014,9,12,2014,4,0,Residents of Obrajuelo,,,HK Nicaragua Development,,0,0,-99,0,0,Obrajuelo,Obrajuelo,1,3,3,13,,,Protesters were demonstrating against the inter-oceanic canal,AP,Protesters were throwing rocks at an SUV carrying representatives of the Chinese firm HK Nicaragua Development. This event is related to the event on 23-Sept-14. ,0,0,LBH,0,11.4058,-85.775002,,
930142,142,93,Nicaragua,10-Dec-14,10-Dec-14,1,10,12,2014,10,12,2014,2,0,Unidentified Protesters,,,Central Government,,1,0,4,0,0,Managua,Managua,1,1,1,13,,,Protesters were demonstrating against the inter-oceanic canal project that farmers fear will require land confiscation without adequate compensation. ,Both,This event is related to the events that occurred on 23-Sept-14 and 9-Dec-14. ,0,0,LBH,0,12.13639,-86.251389,,
930143,143,93,Nicaragua,22-Dec-14,22-Dec-14,1,22,12,2014,22,12,2014,2,0,Unidentified Protesters,,,HK Nicaragua Development,Central government,1,0,3,0,0,Unknown,Unknown,1,-99,-99,13,,,Protesters demonstrated against the inter-oceanic canal project groundbreaking. ,AFP,Protesters blocked the highway that connects Managua to the canal location. ,0,0,LBH,0,12.95,-85.050003,,
930144,144,93,Nicaragua,24-Dec-14,24-Jan-15,32,24,12,2014,24,1,2015,1,0,Eduardo Montealegre,Arnulfo Sequeira ,,HK Nicaragua Development,,1,0,3,2,2,Unknown,Unknown,1,-99,-99,13,,,Protesters were demonstrating against the building of the inter-oceanic canal. ,AFP,"Police deny that they killed two protesters at the demonstration against the canal. 21 people were injured and 33 were arrested, reports say. ",0,0,LBH,0,12.95,-85.050003,,
930145,145,93,Nicaragua,8-Jul-15,8-Jul-15,1,8,7,2015,8,7,2015,2,0,Unidentified Protesters,,,Central Government,,1,0,-99,0,1,Managua,Managua,1,1,1,1,,,"Protesters were attending their weekly protest demanding fair elections when police began beating protesters and detaining them, destroying the lens of a journalist's camera. ",AP,Protesters tried to break the police line to get into the electoral council offices when the violence broke out. ,0,0,LBH,0,12.13639,-86.251389,,
930146,146,93,Nicaragua,15-Aug-15,15-Aug-15,1,15,8,2015,15,8,2015,8,0,Unidentified gang,,,Police,,1,0,-99,5,0,Municipality of Bluefields,Municipality of Bluefields,1,6,6,14,,,The street gang attacked police for unknown reasons.,AFP,,0,0,LBH,0,12.0138,-83.765404,,
930147,147,93,Nicaragua,7-Oct-15,8-Oct-15,2,7,10,2015,8,10,2015,5,4,Miners,,,El Limon mine,Police,1,0,-99,1,0,90 miles from the capital of Managua,90 miles from the capital of Managua,1,6,6,2,,,Miners were calling for reemployment of fired employees. ,AP,Police officer died; police indicate he was beaten to death while protesters say he died of a heart attack. ,0,0,LBH,0,13.0427,-85.258698,location approximate,no
930148,148,93,Nicaragua,17-Oct-15,17-Oct-15,1,17,10,2015,17,10,2015,4,0,Miners,,,El Limon mine,Police,0,0,-99,0,1,90 miles from the capital of Managua,90 miles from the capital of Managua,1,6,6,2,,,Miners continued to strike for the reinstatement of laid off employees. ,AP,2 police officers were injured and two residents were arrested. ,0,0,LBH,0,13.0427,-85.258698,location approximate,no
930149,149,93,Nicaragua,25-Feb-16,25-Feb-16,1,25,2,2016,25,2,2016,8,0,Gang Members,,,Police,,0,1,-99,3,0,San Jose de Bocay,San Jose de Bocay,1,3,5,14,,,Gang members ambushed a police patrol and murdered three officers,AFP,,0,0,JP,0,13.5438,-85.540001,,
930150,150,93,Nicaragua,30-Mar-16,30-Mar-16,1,30,3,2016,30,3,2016,8,0,Marijuana Growers,,,Army,,1,0,1,6,2,Jinotega Region,Jinotega Region,1,6,6,13,,,"Drug growers attacked an army patrol.  The army responded with deadly force, killing six of them.",AFP,,0,0,JP,0,14.0508,-85.1064,,
930151,151,93,Nicaragua,1-Apr-16,7-Apr-16,7,1,4,2016,7,4,2016,2,0,Protesters,,,Government of Nicaragua,,1,0,-99,0,0,Managua,Managua,1,1,1,3,,,Protesters held demonstrations demanding a resolution to water shortages,AFP,"dates are estimated.  Source article dated 4/7 states that protests have ""sprung up""",0,0,JP,0,12.1364,-86.251404,,
930152,152,93,Nicaragua,22-Apr-16,22-Apr-16,1,22,4,2016,22,4,2016,2,0,Farmers,Environmental Activists,,Government of Nicaragua,,1,0,4,0,0,Managua,Managua,1,1,1,12,4,,Protesters held a march against a planned interoceanic canal that they claimed would take their land and damage the environment,AP,,0,0,JP,0,12.1364,-86.251404,,
930153,153,93,Nicaragua,27-Jul-16,27-Jul-16,1,27,7,2016,27,7,2016,9,0,Gunmen,,,Police Major Buenaventura Miranda Fitoria,,0,0,-99,1,0,Boaco,Boaco,1,3,3,14,,,Gunmen assassinated a high-ranking police official,both,,0,0,JP,0,12.4927,-85.519997,,
930154,154,93,Nicaragua,30-Nov-16,30-Nov-16,1,30,11,2016,30,11,2016,1,0,"National Council in Defense of Land, Lake and Sovereignty",,,Government of Nicaragua,,1,0,-99,0,1,Nueva Guinea,Nueva Guinea,1,3,7,12,4,,Protesters held a demonstration against a proposed interoceanic canal that they claimed would steal land and harm the environment,both,,0,0,JP,0,11.6833,-84.449997,,
930155,155,93,Nicaragua,1-Dec-16,1-Dec-16,1,1,12,2016,1,12,2016,1,0,Opposition Groups,,,Government of Nicaragua,,1,0,4,0,0,Managua,Managua,1,1,1,1,10,4,"Opposition groups organized a protest against electoral fraud in the recent election and condemning the ""dictatorship"" of President Ortega.  Some also marched against a proposed interoceanic canal.",AFP,,0,0,JP,0,12.1364,-86.251404,,
930156,156,93,Nicaragua,23-Apr-17,23-Apr-17,1,23,4,2017,23,4,2017,1,0,Farmers,Rural Residents,,President Daniel Ortega,,1,0,4,0,1,Juigalpa,Juigalpa,1,3,3,13,9,,Farmers organized a demonstration to condemn President Daniel Ortega for giving a Chinese company a contract to dig a canal through Nicaragua and for the displacements the canal would cause to rural Nicaraguans,Both,,0,0,JP,0,12.1,-85.36667,,
930157,157,93,Nicaragua,15-Aug-17,15-Aug-17,1,15,8,2017,15,8,2017,2,0,Activists,Activist Bianca Jagger,,President Daniel Ortega,,1,0,2,0,0,La Fonseca,La Fonseca,1,3,3,13,4,,Activists held a demonstration against the building of a canal through Nicaragua,AFP,,0,0,JP,0,11.5555,-84.3723,,
930158,158,93,Nicaragua,3-Nov-17,3-Nov-17,1,3,11,2017,3,11,2017,9,0,Unknown Attackers,,,Yatama Party,Liberal Constitutionalist Party,0,0,-99,5,0,"Sandy Bay Sirpi, Wiwili",Sandy Bay Sirpi,1,5,5,1,,,Several opposition party supporters were killed during local elections,AFP,The opposition accused the government of being behind these attacks,0,0,JP,0,12.9629,-83.5293,,
930158,158,93,Nicaragua,3-Nov-17,3-Nov-17,1,3,11,2017,3,11,2017,9,0,Unknown Attackers,,,Yatama Party,Liberal Constitutionalist Party,0,0,-99,5,0,"Sandy Bay Sirpi, Wiwili",Wiwili,2,5,5,1,,,Several opposition party supporters were killed during local elections,AFP,The opposition accused the government of being behind these attacks,0,0,JP,0,13.60855,-85.81918,,
930159,159,93,Nicaragua,4-Nov-17,5-Nov-17,2,4,11,2017,5,11,2017,3,0,Yatama Party,,,Sandinista Supporters,,1,0,-99,0,1,"Sandy Bay Sirpi, Bilwi",Sandy Bay Sirpi,1,5,5,1,9,,Supporters of an opposition party rioted after the killings of some of their leaders,AFP,,0,0,JP,0,12.9629,-83.5293,,
930159,159,93,Nicaragua,4-Nov-17,5-Nov-17,2,4,11,2017,5,11,2017,3,0,Yatama Party,,,Sandinista Supporters,,1,0,-99,0,1,"Sandy Bay Sirpi, Bilwi",Bilwi,2,5,5,1,9,,Supporters of an opposition party rioted after the killings of some of their leaders,AFP,,0,0,JP,0,14.0322,-83.3892,,
940001,1,94,Costa Rica,8-Mar-93,21-Mar-93,14,8,3,1993,21,3,1993,9,0,Nicaraguan gunmen,,,Nicaragua,,0,0,1,0,0,San Jose,San Jose,1,1,1,9,1,10,Five gunmen storm the Nicaraguan embassy to protest President Violeta Chamorro's policy of allowing Sandinistas to control the police and the military as part of that country's post-war settlement. Nicaragua eventually pays the gunmen to leave.,AP,,0,0,CL,0,9.9280691,-84.090721,,
940002,2,94,Costa Rica,26-Apr-93,30-Apr-93,5,26,4,1993,30,4,1993,8,0,Death Commando,,,Supreme Court,,1,0,1,0,0,San Jose,San Jose,1,1,1,12,,,"Death Commando storm the Supreme Court and take several of the justices hostage, demanding money for a liver transplant.  Families of the hostages eventually raise money, and the gunmen are flown to Guatemala.",AP,,0,0,CL,0,9.9280691,-84.090721,,
940003,3,94,Costa Rica,17-Jul-95,16-Aug-95,31,17,7,1995,16,8,1995,6,1,Teachers' Organizations Front,Civic Committee,,Government,,1,0,6,0,0,Nationwide,Nationwide,1,7,8,2,,,"50,000 teachers strike to protest a new labor law that reduces their pensions.  Hundreds of thousands of protesters are organized by the Civic Committee to support the teachers.",AFP,,0,0,CL,0,10,-84,,
940004,4,94,Costa Rica,22-Aug-95,23-Aug-95,2,22,8,1995,23,8,1995,4,0,Slum residents,,,Government,,1,0,3,0,1,San Jose,San Jose,1,1,1,3,,,Residents in a poor San Jose neighborhood riot to press demands for drinking water and other public services.  Police use tear gas.,AFP,,0,0,CL,0,9.9280691,-84.090721,,
940005,5,94,Costa Rica,1-Jan-96,1-Mar-96,61,1,1,1996,1,3,1996,9,0,Armed gang,,,Tourists,,0,0,1,0,0,San Carlos canton,San Carlos canton,1,6,6,12,,,"An armed gang kidnaps two European tourists, setting off a national crisis.  Hostages are released after ransom is paid.",Both,End date is estimated.,0,0,CL,0,10.65903,-84.354202,,
940006,6,94,Costa Rica,21-Aug-96,21-Aug-96,1,21,8,1996,21,8,1996,4,0,Slum residents,,,Government,,1,0,-99,0,1,Limon,Limon,1,3,3,14,,,"Police clash with protesters in a slum, cracking down with tear gas.",AFP,,0,0,CL,0,9.9833336,-83.033333,,
940007,7,94,Costa Rica,25-Aug-96,25-Aug-96,1,25,8,1996,25,8,1996,9,0,Armed gang,,,Tourists,,0,0,-99,0,0,Alamira,Alamira,1,3,3,12,,,"An armed gang kidnaps two Dutch tourists, demanding ransom.",AP,Altamira is 45 miles north of San Jose.,0,0,CL,0,10.46681,-84.339737,,
940008,8,94,Costa Rica,26-Aug-96,3-Sep-96,9,26,8,1996,3,9,1996,6,4,Dock workers,,,Government,,1,0,-99,0,1,Limon,Limon,1,3,3,2,3,,Unions stage a strike in the country's main port city over a variety of economic and social concerns.  Riots erupt in the town's slums.,AFP,,0,0,CL,0,9.9833336,-83.033333,,
940009,9,94,Costa Rica,30-Nov-98,30-Nov-98,1,30,11,1998,30,11,1998,4,0,Prison gangs,,,Prison gangs,,0,0,-99,0,0,San Jose,San Jose,1,1,1,14,,,Prison gangs riot.,AP,,0,0,CL,0,9.9280691,-84.090721,,
940010,10,94,Costa Rica,3-Dec-98,3-Dec-98,1,3,12,1998,3,12,1998,4,0,Prison inmates,,,Prison,,1,0,-99,1,2,San Jose,San Jose,1,1,1,13,,,"Prisoners riot and stage a violent escape attempt.  Guards storm the prison, killing one inmate.",AP,,0,0,CL,0,9.9280691,-84.090721,,
940011,11,94,Costa Rica,25-Jul-99,25-Jul-99,1,25,7,1999,25,7,1999,7,0,Police,,,Squatters,,0,0,4,0,0,San Jose,San Jose,1,1,1,12,3,,"Police chase 1500 squatters off of land in San Jose, including illegal Nicaraguan immigrants.  This causes a diplomatic incident.",AP,,0,0,CL,0,9.9280691,-84.090721,,
940012,12,94,Costa Rica,11-Oct-99,11-Oct-99,1,11,10,1999,11,10,1999,2,0,Guaymi Indians,,,Government,,1,0,3,0,0,San Jose,San Jose,1,1,1,5,,,Guaymi Indians held a demonstration targeting the government.,AP,,0,0,CL,0,9.9280691,-84.090721,,
940013,13,94,Costa Rica,21-Mar-00,4-Apr-00,15,21,3,2000,4,4,2000,6,4,Public sector workers,,,Government,,1,0,5,0,1,Nationwide (San Jose; Puntarenas; Limon),San Jose,1,7,1,2,,,Unionists strike and riot in protest over a government plan to privatize the state electrical company.,Both,The worst civil unrest in Costa Rica in 30 years.  End date is estimated.,0,0,CL,0,9.9280691,-84.090721,,
940013,13,94,Costa Rica,21-Mar-00,4-Apr-00,15,21,3,2000,4,4,2000,6,4,Public sector workers,,,Government,,1,0,5,0,1,Nationwide (San Jose; Puntarenas; Limon),Puntarenas,2,7,7,2,,,Unionists strike and riot in protest over a government plan to privatize the state electrical company.,Both,The worst civil unrest in Costa Rica in 30 years.  End date is estimated.,0,0,CL,0,9.9778442,-84.829422,,
940013,13,94,Costa Rica,21-Mar-00,4-Apr-00,15,21,3,2000,4,4,2000,6,4,Public sector workers,,,Government,,1,0,5,0,1,Nationwide (San Jose; Puntarenas; Limon),Limon,3,7,7,2,,,Unionists strike and riot in protest over a government plan to privatize the state electrical company.,Both,The worst civil unrest in Costa Rica in 30 years.  End date is estimated.,0,0,CL,0,9.9833336,-83.033333,,
940014,14,94,Costa Rica,5-Apr-00,16-Apr-00,12,5,4,2000,16,4,2000,6,0,Public sector health workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,8,2,,,Public sector health workers strike for promised bonuses.,AP,,0,0,CL,0,10,-84,,
